,Id,roberta_neg,roberta_neu,roberta_pos,Review,Stars,Label
174,175,0.9208429,0.07251626,0.0066408482,"The contractor our church hired installed these toilets. The main issue we have is that the lid and the seat do not stay up. The hinge seemed to be made too close to the tank that they don’t have enough space to lean back. The men’s bathroom is most troublesome because the guys need to urinate standing up, and it is unsanitary to hold the seat the whole time while urinating. It is hard to clean it with one hand holding the seat and lid so they stay up.",1,Negative
175,176,0.010340921,0.116630204,0.8730289,This replaced a former Glacier Bay product. Works better than the older model and will get plenty if use.,5,Positive
176,177,0.004140831,0.043108635,0.9527505,The toilet was easy to install and we would recommend it to other people,5,Positive
177,178,0.050450694,0.86189884,0.08765045,Instillation straight forward. Seat that came with the unit was light molded plastic. Purchased separately a wooden seat with slow close feature.,4,Neutral
178,179,0.009493229,0.123350926,0.86715585,Easy to install. All supplies included. Takes care of business.,5,Positive
179,180,0.014357191,0.10510073,0.88054204,"I initially wanted to get a kohler toilet to match with my toilet downstairs but it didn't fit in the space. So I got this Glacier, which is about .4in shorter and it fit perfectly. What better was that it's also 1/2 the price of the Kohler and is just as water efficient. I'm happy with the toilet overall but the verdict is still out there for how long it will last.",4,Positive
180,181,0.9509291,0.04574891,0.0033220465,The flusher does not work correctly.,3,Negative
181,182,0.0028449432,0.016777206,0.98037785,"Very Easy to install, looks great",5,Positive
182,183,0.19318405,0.41463917,0.3921768,"The quality of the toilet itself was acceptable: Pros Easy to assemble Looks nice Cons Buy a good major brand toilet seat like Bemis when you buy these, the seat that is included is a lightweight plastic job that won't stay tight and slides all over. Be prepared to clean the bowl every time you have a bowel movement. Some times two flushes will clear it, others require the bowl brush. The flushing action is very poor. I purchased two of these. I will probably replace them soon. I'll write it off to you get what you pay for. - Cheers",2,Neutral
183,184,0.0019578368,0.010778573,0.9872636,This js my second glacier bay toilet. very pleased. Great product!,5,Positive
184,185,0.032871924,0.41883245,0.5482956,I am please with the height of the toilet.,5,Positive
185,186,0.002222681,0.012783596,0.9849937,Overall a great upgrade to our house . Very comfortable and the height is perfect . Was very easy to assemble and install without any problems or malfunctions.,5,Positive
186,187,0.0021253768,0.014116354,0.9837583,"This is a great value. I bought this because I have had one for 5 years, and it is still flushing great!",5,Positive
187,188,0.0020592744,0.017038113,0.9809027,As described... Looks really good,5,Positive
188,189,0.015001417,0.81684756,0.168151,Replaced three old original short commodes with new taller ones in mountain vacation house.,4,Neutral
189,190,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,5,Neutral
190,191,0.0075346082,0.058439124,0.9340263,"This product was finally installed in my Physical Therapy clinic by one of the ""handyman"" doctors...and has met with the approval of the others as well as myself that the 'Handicap' restroom now, is truly a 100% handicap restroom! The delay in the instillation was unavoidable and timing wasn't right. This was my gift of appreciation to Dr.Gindi for his clinic. It is now complimenting the ongoing renovations. Thank you. Beth E. Heilman",5,Positive
191,192,0.0050676586,0.074399285,0.92053306,"greqt toilet, clear instructions for DIYers, could come with a soft close seat but overall a good purchase and experience",4,Positive
192,193,0.019546537,0.7920252,0.18842831,Everything's included to complete the installation.,5,Neutral
193,194,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,5,Neutral
194,195,0.8784616,0.11776305,0.0037753438,"Not sure what is wrong, water seems to leak from the walls",2,Negative
195,196,0.68568003,0.3002212,0.014098717,would not buy again need to bold down lever to flush every time.,1,Negative
196,197,0.0118411,0.75498325,0.23317572,Phenomenal step by step directions,5,Neutral
197,198,0.034802508,0.1896744,0.77552307,Perfect toilet without the high price!,5,Positive
198,199,0.0041823275,0.030070022,0.96574765,Great replacement toilet it is more efficient also great color,5,Positive
199,200,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,4,Neutral
200,201,0.20474115,0.57344437,0.22181442,Toilet was easy to install. The only thing that was kind of a pain was getting the wing nuts on the bolts to hold the toilet to the floor. These bolts need to be just a little longer. Most toilets have bolts that install then can be cut off. Not sure if this is a new thing with all the manufacturers or just with Glacier Bay.,5,Neutral
201,202,0.003368036,0.023200937,0.973431,Nice looking toilet. Worked great first time,5,Positive
202,203,0.0016851942,0.0051674037,0.99314743,Wow. The best ever. Fits nice with our decor and the bathroom. Very good! Thank you!!,5,Positive
203,204,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,5,Neutral
204,205,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,5,Neutral
205,206,0.035538882,0.513321,0.45114017,Defective water supply unit had company send out new water supply control. Works ok now,1,Neutral
206,207,0.001575858,0.031996552,0.9664276,"Very classy, and just perfect for our half/bath in English décor and black tile floor. The installer liked so much he too, was going to order one.",5,Positive
207,208,0.97655493,0.020659398,0.0027856373,I do not like the plastic toilet seat.,3,Negative
208,209,0.77559686,0.21265166,0.011751567,"The Lid does not stay up, we have tried changing the location by adjusting the plastic fastener but no luck",1,Negative
209,210,0.9007973,0.0913055,0.007897142,The seat doesn’t stay up we moved it to the front still it won’t stay we have to hold it with one hand to keep it open to wash I don’t like that,3,Negative
210,211,0.65602225,0.32488543,0.019092318,Not enough water in bowl,2,Negative
211,212,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,5,Neutral
212,213,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,4,Neutral
213,214,0.9093117,0.08183137,0.008856938,The toilet doesn’t hold enough water so anytime a poop is made you have to pour hot water to get everything down. I wouldn’t recommend.,1,Negative
214,215,0.0034806437,0.034818187,0.9617012,"great toilet, excellent flush, very efficient",5,Positive
215,216,0.047107022,0.86244756,0.09044546,Rating provided by a verified purchaser,5,Neutral
216,217,0.17368978,0.31936076,0.5069494,Works great but forget ever being able to sit anything on the lid when closed or the back of this toilet. Its all curved. So you can’t set anything on the toilet lid. For example I just placed a bottle of cleaner on the closed toilet seat and it slid off because it’s annoyingly domed and the liquid spilled all over my bathroom floor. Anything you set down will roll off and onto the floor. But works good other than that,3,Positive
217,218,0.008998938,0.25696883,0.7340322,included wax ring and flush kit so it had everything. instruction video and paper installation guide were easy to follow.,4,Positive
218,219,0.01264518,0.3599625,0.6273923,Easy to DIY instalation (3/4 hour. Flushes everything with one touch of the handle.,5,Positive
219,220,0.019997692,0.24595565,0.7340467,Nice and high for sitting. Alot of room for your bottom.,4,Positive
220,221,0.90838456,0.0816124,0.010003143,The toilet seat will not stay up. I used the clear rubber shims on the tank to maybe angle it better so the seat would stay up. Nope no luck. It's not my floors being uneven or anything like that because I had no issue with the previous toilet seat. The seat also doesnt seem to fit the shape of the bowl well. It hangs over the front because you have to position the seat as far forward to try to balance the seat staying up. Very annoying.,2,Negative
221,222,0.0124654025,0.11409652,0.8734381,Excellent product at a reasonable cost,5,Positive
222,223,0.0025569636,0.036087845,0.96135527,"Good quality, good value, easy installation, very comfortable.",5,Positive
223,224,0.23654325,0.45933926,0.30411747,"Solid construction. Has the look and feel of a much more expensive product. The toilet seat is a bit flimsy, but if you wanted a better one you could get one for a lot less than what it would cost you to buy a toilet with a fancy seat.",5,Neutral
224,225,0.44819963,0.4100973,0.14170305,The porcelain glazing is rough. This creates sticking of materials in the bowl that can only be eliminated by cleaning with a toilet brush/ My other toilets don't have this issue. All other featues of the product are fine.,4,Negative
225,226,0.008417833,0.068980105,0.92260206,Great for the price!,5,Positive
226,227,0.0019467786,0.0070194835,0.99103373,The toilet was a great price and good quality!! Very happy,5,Positive
227,228,0.0060739573,0.052252095,0.941674,Nice inexpensive toilet. Good value for the money.,5,Positive
228,229,0.7498843,0.23818864,0.0119269835,Really stingy on water flow,3,Negative
229,230,0.017276717,0.28441608,0.6983072,"It fitted my needs, and how it can work on such a small amount of water is a wonder.",5,Positive
230,231,0.001345064,0.0083402395,0.99031466,So happy to get these at a great price.,5,Positive
231,232,0.01451812,0.28241104,0.7030708,"Perfect size, Fast flushing.",5,Positive
232,233,0.010220057,0.045894165,0.94388574,Very nice product except for the plastic seat-Very Cheap!,4,Positive
233,234,0.35075408,0.5427859,0.106460065,Easy install....does not flush with much flow... sometimes have to hold lever down until bowl clears.,4,Neutral
234,235,0.011370414,0.2547542,0.7338754,Efficient and well designed.,5,Positive
235,236,0.2688105,0.5182585,0.21293098,"Odd. Flushes really well. However, the tank does 'not' sit back against the wall as the previous toilet did.",2,Neutral
236,237,0.013994661,0.07427344,0.9117319,"Very good toilet for the price. Toilet seat kind of cheap not soft close, slams down harshly. Otherwise, good buy. I used it in my guest bathroom.",4,Positive
237,238,0.011750558,0.45530343,0.53294605,Plenty of power on the flush,5,Positive
238,239,0.0052709337,0.042991184,0.9517379,This is a good quality toilet at very reasonable price. I replaced both of my toilets with this model. Easy to install and no worries.,5,Positive
239,240,0.004425894,0.035387937,0.9601862,Everything i needed was included. Works perfect,5,Positive
240,241,0.6307844,0.34683597,0.022379665,The top doesn't stay up. It keeps falling down and ot pinches your leg while sitting on it.,3,Negative
241,242,0.08985188,0.8195885,0.09055967,if sojeone else did it for me,5,Neutral
242,243,0.0032766405,0.03625529,0.96046805,It is a good toilet and works well,4,Positive
243,244,0.10021783,0.24999449,0.6497877,everything great about this toilet except the flush handle is hard to get to - it's on the side.,3,Positive
244,245,0.0052124173,0.04004619,0.9547414,Easy to install. Low flush. Great product for the price.,4,Positive
245,246,0.029899957,0.1360967,0.8340033,"Very nice replacement for an older, water-guzzling toilet.",5,Positive
246,247,0.0041272445,0.018467052,0.9774057,I love chair height toilets and this one is perfect.,5,Positive
247,248,0.006843989,0.02348309,0.96967286,I love it … was easy to put together .. just had to buy another water line,5,Positive
248,249,0.014599932,0.08774911,0.8976509,"Great toilet, good price.",5,Positive
249,250,0.13044763,0.36917734,0.50037503,"We installed this yesterday with almost no issues and I am pretty happy with this product. The only issue I had was getting the caps for the tank bolts to snap onto the plastic washer they mate with. The plastic washers are not thick enough to properly accept the caps when installed per the instructions. I had to disassemble and place a washer between the base of the toilet and the plastic washer to raise the plastic washer up enough to allow the caps to snap into place, which worked very well. This bowl stores less water than other toilets I have owned. This is probably not an issue for adults but you might want to think about another toilet if you have children using it as they tend to sit forward on the seat. Seat is not a soft close type either. Attractive design - if you can say that about a toilet.",4,Positive
250,251,0.020399064,0.24928683,0.73031414,I like quality and save water.,5,Positive
251,252,0.0069593587,0.046540853,0.94649976,Excellent toilet at a great price!,5,Positive
252,253,0.17750743,0.739045,0.08344755,Muy buen producto.,5,Neutral
253,254,0.9459344,0.048077263,0.005988341,"The toilet was a bad buy. It didn’t sit flush to the wall, there’s a gap from the toilet in my wall. The seat cover is crooked it doesn’t even sit properly aligned with the toilet.",1,Negative
254,255,0.009522073,0.036489997,0.95398796,"Incredibly easy and fast to install, especially since I had not one but TWO older toilets go bad in a week! You can't beat the price of these and they've working well (but have only been in about 2 weeks or so). I' get something more high end if I was remodeling, but these were great for my needs.",4,Positive
255,256,0.1080335,0.6800263,0.2119402,Exactly what I was looking for.,5,Neutral
256,257,0.0046451483,0.042554893,0.9528,"Bought two of these to replace 25-yr old toilets in a vacation condo, based on a plumber’s recommendation. The bone color matched perfectly the color of the existing fixtures. So far, they have worked well and look nice. Time will tell Joe they hold up, but they seem well made. A good alternative to Toto, which I personally think are the best (and which I have in my home), but the Toto cost around twice as much.",4,Positive
257,258,0.017131552,0.15950422,0.82336426,I stand and watch this flush in amazement at how little water it takes! and it flushes all the way the first time.,5,Positive
258,259,0.0071481364,0.09310191,0.89974993,"Great value, complete.",5,Positive
259,260,0.042753674,0.16290992,0.79433644,"Been having it for 3 months almost, its been pretty good, the only thing im concerned about is when the other part of the seat is up, it won't stay up. Idk if its installed incorrectly or what. But toilet is okay compared to American standard.",4,Positive
260,261,0.002940889,0.013944128,0.983115,I bought this toilet about 5 years ago and loved it (who loves a toilet) I am 6’1” and love that its chair height now when I use toilet thats not chair height I feel like its a childs toilet. It has a strong flush I personally never clogged it (my wife has lol) needless to say its a great toilet for great price which is why when I bought my new house I purchased another one of these toilets.,5,Positive
261,262,0.002359875,0.018283352,0.97935677,FAST FLUSHING!!!!! THE COLOR IS GREAT TO !!!!!!!!!,5,Positive
262,263,0.0033074734,0.025568968,0.9711236,"Very nice toilet, quiet and efficient",5,Positive
263,264,0.034270447,0.79787475,0.16785479,The toilet seat is serving the purpose for which it was meant,4,Neutral
264,265,0.004518105,0.11063935,0.8848425,Was good height for handicap!,5,Positive
265,266,0.002797327,0.022368185,0.9748345,Works perfectly I would recommend this product,5,Positive
266,267,0.46884403,0.43588114,0.09527487,We decided to purchase this model because it was inexpensive and we needed it for a guest bathroom. When you use it you have to hold the flusher down to make sure that everything goes down with it. Sometimes it requires two flushes for paper to go down. The lid does not stay up so for a man using this bathroom It can be inconvenient.￼,2,Negative
267,268,0.7695741,0.21568453,0.014741316,It took to long to come in,1,Negative
268,269,0.5815706,0.3265394,0.091889985,"I purchased 3 of these for my home to replace the standard sized ones I had. I thought I would be saving water but they actually use MORE! It takes 2,3, and sometimes 4 flushes to get the waste off the insides because the poor design! They don't even handle paper very well either. You have to remember to hold the handle down through the full flush if you want everything to go away. There should be a way to adjust how long the flapper stays open but there isn't. Yes, before you assume, I have the pull chain adjusted right!",1,Negative
269,270,0.047891207,0.35708904,0.5950197,"It's not the best, but works fine considering the price.",2,Positive
270,271,0.0031260825,0.12704559,0.86982834,Toilet installation fairly easy and it efficient as far as water use quiet flush,4,Positive
271,272,0.025359685,0.19601762,0.7786227,the toilet was easy to install,5,Positive
272,273,0.001979859,0.010644714,0.9873754,I love my new toilet It’s easy to use and very comfortable,5,Positive
273,274,0.0058315145,0.04063839,0.95353013,Toilets were easy to install and work great,5,Positive
274,275,0.00352272,0.023723884,0.9727534,Everything was great,3,Positive
275,276,0.0081887795,0.025131011,0.96668017,I love it my kids treat the toilet as if it’s a new car. Way better than the original that came with home.,5,Positive
276,277,0.002443368,0.061417487,0.93613917,Nice height and good flushing power. I plan to get another one for my other bathroom,4,Positive
277,278,0.59575343,0.32826146,0.07598511,I remodel a lot of houses and have used these in many rentals. Not anymore. This toilet has a 3in flapper which should make for a most powerful flush. Plan on flushing twice on most flushes. Plus I shouldn't see streaks every time it is used. I made the mistake of buying 4 for my house trying to save money.,1,Negative
278,279,0.86568856,0.12202321,0.012288235,"My unofficial experiment comparing the toilets (we have two of these installed) with Kolher and American Standard at our other homes. Stuff sticks to the bowl almost every time I go. My GF and others have also noticed this. We have to brush clean the bowl almost every time number two is involved. With Kolher and the AS, we do not have the issue. What say you Glacier Bay? More Chinese crap I suspect--no pun intended. I do not recommend this toilet.",1,Negative
279,280,0.0074422564,0.12854321,0.8640145,Easy to install. All necessary components were present.,5,Positive
280,281,0.081352405,0.7936916,0.12495604,ADA height makes a big difference.,5,Neutral
281,282,0.004838402,0.040372163,0.9547894,"Great value, great product.",5,Positive
282,283,0.0017714959,0.027163,0.9710655,We are very pleased with it.,4,Positive
283,284,0.015343837,0.15621826,0.82843786,Great toilet for bathroom,3,Positive
284,285,0.83386403,0.1583781,0.007757782,Water level in bowl is to low.,3,Negative
285,286,0.6778411,0.3056066,0.016552225,One of the 2 toilets had a imperfection on the front rim. you can see it when you walk in the bathroom,3,Negative
286,287,0.0014148084,0.016706312,0.98187894,I’m pleased with this product.,5,Positive
287,288,0.006564474,0.050699897,0.9427357,Excellent deal for a very efficient toilet that is almost impossible to clog bought one a year ago still works like a charm so bought 2 more for apartments we have,5,Positive
288,289,0.0073656105,0.07767336,0.91496104,Easy to install. Good quality for the price,5,Positive
289,290,0.0032529419,0.020857412,0.9758897,We love our new toilet.,5,Positive
290,291,0.9125694,0.079361506,0.008069105,The seat is not slow close- which is disappointing to have to order a separate seat and spend even more money.,3,Negative
291,292,0.41461822,0.41014948,0.17523232,Easy self installation great height for elderly people. The only negative is the seat and lid are poor quality.,4,Negative
292,293,0.14526473,0.6944579,0.16027744,Gets the job done when you know...need to get the job done,4,Neutral
293,294,0.032613743,0.087740496,0.87964576,"Super easy install. Any problems you might encounter are likely due to the old toilet or the house/plumbing itself. Excellent product for the price. It doesn’t get easier than this. Just installed by myself at my Bf’s. I hate my fancy toilet and I’m tempted to go by this “cheap” toilet because it’s just a better, more reliable product. Very quiet, quick refill, water efficient. Again SUPER easy install. Anyone can do this.",5,Positive
294,295,0.0031598164,0.021375457,0.9754647,Loved this toilet so much we’re planning on buying three more for our other bathrooms. Nice that it comes with everything. I would suggest buying one more wax ring. We have tiled floors and we needed 2 rings.,5,Positive
295,296,0.0023668152,0.012558911,0.9850743,"Very easy to install and use. Great value, so far, so good.",5,Positive
296,297,0.007476358,0.084787674,0.907736,Bought 2 toliets for our bathrooms. No defects. No missing parts. Installed easily. Been flushing great for two weeks now. Recommend!,5,Positive
297,298,0.013407809,0.099272564,0.8873196,Fairly pleased. Bought one not long ago and the tank cracked. Hope this one last longer. It will probably flush 4-6 pounds if you're not impacted. FJB,4,Positive
298,299,0.7234508,0.2557767,0.020772543,Bought 3 toilets and 1 had a leak and wouldn't hold test for the plumbers. Had to buy another toilet so he could get the inspection off.,1,Negative
299,300,0.77766687,0.18312256,0.039210513,"Disappointed! The toilet is great but the toilet seat is a real cheap piece of plastic. When you sit on the seat it is a shaky deal. It will have to be replaced with a more updated version of a ""real"" toilet seat. Otherwise, it's a black toilet without a well made seat.",3,Negative
300,301,0.0054091862,0.06453559,0.9300552,The glacier bay is a wonderful toilet. We purchased two to replace toilets that were in in our house since 1993.,5,Positive
301,302,0.48457453,0.41638318,0.09904228,Toilet flushes great but lid will not stay up.,3,Negative
302,303,0.3626372,0.5963288,0.041033998,water will not stay in the bowl you have to flush before and after you go I had a plumber take it out and install one of his brands it sits in my garage now.,1,Neutral
303,304,0.0076075136,0.09288736,0.8995052,Outstanding quality and value!,5,Positive
304,305,0.0055450583,0.034376368,0.9600786,Very easy to install perfect love the height,5,Positive
305,306,0.013419344,0.12913553,0.8574452,It was easy to install,5,Positive
306,307,0.005198789,0.11168477,0.8831164,Surprised that flush mechanism was pre installed.,5,Positive
307,308,0.008039809,0.07121279,0.9207474,Great toilet and at a reasonable price,5,Positive
308,309,0.95345104,0.04370787,0.0028410587,Was not impressed with the seat.,4,Negative
309,310,0.32962716,0.60603905,0.064333804,"After a bowel movement , the bowl will not take everything away. Many times after 5 flushes, it is still there. Any suggestions??? I believe it is due to the slant of the inside bowl.",2,Neutral
310,311,0.0023399377,0.019430308,0.97822976,Works great just what I needed,5,Positive
311,312,0.010341315,0.07191407,0.91774464,"Great product,great price.",5,Positive
312,313,0.033661366,0.21347427,0.7528644,Works great for someone else,5,Positive
313,314,0.0076200394,0.28869593,0.7036841,The toilet was bought for a tenant In apartment E. she said the Toilet works OK.,4,Positive
314,315,0.005232858,0.06907442,0.92569274,Went together great no problems,5,Positive
315,316,0.9726034,0.02346502,0.003931686,I had American Standard toilet in my house for 19 years. One finally started showing stains and we remodeled our bathroom and replaced with this one. In 7 days it started showing brown stains at the bottom. It has the worst flushing power ever. You can barely flush a couple sheets of toilet paper before it stops up. And I have never had a toilet so difficult to try to plunge once it gets stopped up. What a terrible toilet. I'm going to replace with anything other than this brand. Waste of money!,1,Negative
316,317,0.006686051,0.090185955,0.903128,Toilet was perfect for our needs and priced right,5,Positive
317,318,0.013323209,0.111154325,0.87552243,"Easy to install, and leak free. Once in use, the toilet flushes efficiently; however, sometimes requires 2 flushes to empty the bowl. Otherwise, the toilet seems well made, and will hopefully last for many years.",4,Positive
318,319,0.0030012038,0.017198112,0.9798007,It was easy to install. Works great. Thanks.,5,Positive
319,320,0.5497183,0.39869553,0.051586118,Comes with almost everything. Missing the fresh water hookup actual bowl seems to be sturdy but everything attached is plastic,4,Negative
320,321,0.6676703,0.3011607,0.031168997,No power to the flush very low water sorry I got this one went for color not a good choice Color did match,2,Negative
321,322,0.0052039525,0.25087434,0.74392164,Fit perfectly. Includes wax ring and bolts,5,Positive
322,323,0.52727586,0.45216915,0.020555055,Bottom lid for the guys will not remain up,3,Negative
323,324,0.6809956,0.23628968,0.082714766,"Good inexpensive toiled, Installed easily and works as expected. I actually intended to buy the higher end Glacier Bay, but refuse to by any more junky, overpriced crap from China. I was disappointed to see that HD is importing toilets from there again .The last two Chinese toilets purchased from HD were horrible. This one from south of the border performs just fine and had some USA made parts included.",4,Negative
