,Id,roberta_neg,roberta_neu,roberta_pos,Review,Stars,like,dislike,Label
90,91,0.006242738,0.031803377,0.9619539,"My plumber was very impressed with this toilet and American Standard in general. The only thing is that he says it's all about the flange setting level and sturdy, so he had to use his own bolts rather than what came with the toilet, which he said was very cheap. But the toliet cost so much less than other toilets and is wonderful with the exception of the two bolts, so I'm still quite pleased with the overall cost savings and quality of the product.",5,4,0,Positive
91,92,0.12164733,0.28171605,0.5966366,"I've always had American Standard fixtures everywhere I've lived, so it was a no brainer when I had to replace a toilet. Mainstream model is nice looking and it flushes much better than I thought it would . I just hope that lasts. I'm on a well and have really good water but not the higher water pressure you get with city utilities. the tank fills quicker than I thought it would. Overall , I'm very pleased with it;but the 'sharp' 90 degree angle of the front edge of the seat is very uncomfortable for kids whose feet don't reach the floor; that's why the toilet got only 4 stars. A beveled edge oc that seat would get 5!",4,0,0,Positive
92,93,0.52904755,0.34062555,0.13032685,"We bought the toilet when doing our bathroom reno and after installation we experienced the multiple flush issue that I see some complaining about on these reviews. The bowl would not hold the water, it would drain almost all the way out of the bowl after the attempted flush had completed and to get it to flush properly, we had to flush it a 2nd time before the water had a chance to drain. Many of the positive reviews I've read addressing this issue have written it off as ""you haven't adjusted the water level"" or ""you just tapped the handle when trying to flush"". These are not helpful or accurate. After doing some research online we found that the Q.A. at American Standard hasn't been that great and they'll ship defective toilets from time to time, that will not hold water or flush properly. Anyway, my wife called the Lowe's we bought the toilet at and explained the issue. They were great and just said it must be defective and to bring it in and they'd give us a brand new one (same make/model). We got the new one home, installed it and it works perfectly.",4,7,0,Negative
93,94,0.4434319,0.4439335,0.11263457,"I've replaced several 'low' (the older toilets were 14"" high) with ""chair-height"" units; mostly American Standard brand. It's nice to purchase 'everything' needed in a single box. But, this box did not contain a braided connector from cold-water supply valve to the flush box. Further, the two bold rubber washers used with the bolts that attach the water tank to the base were too small and required repeat attempts to stop leaks. Additionally, the tank top lid should have been called a 2nd.",3,3,0,Neutral
94,95,0.120383225,0.32127044,0.55834633,"You push the handle down and undesirable stuff goes away. I haven't really challenged it yet. The one time I made doody in it, there were some remnants on the bowl. That could be an issue, but nothing a brush won't remedy. Installation was easy. I used one of those new foam donuts instead of wax, and that worked really well. The seat that's included with the toilet is junk.",4,5,0,Positive
95,96,0.9821171,0.015640443,0.0022424022,"This toliet is the worst thing I have ever had to deal with. It is always needing to be plunged!! Everytime I turn around it won""t flush!!! My 30 year old toliet that I replaced it with I miss it!!! DO NOT BUY THIS!!!!",1,38,11,Negative
96,97,0.56703746,0.35066125,0.08230124,"I was told to buy the Champion 4 toilet, but this one had the same in store Lowes flush rating, and was cheaper, so I bought it. It flushes ok about 70% of the time, but does require two flushes occaisionally. I checked Am Std website and THEY DO NOT givem them the same flush rating. This one is at the bottom of their scale, while the Champion 4 was at the top.",2,15,4,Negative
97,98,0.005624153,0.06863786,0.925738,"I have this installed now for over a month and have had no issues at all, and I plan to purchase another one soon based upon its performance. It flushes well and staining is rare.",4,43,13,Positive
98,99,0.9056288,0.08678764,0.0075835395,"Advertised with a ""POWERWASH RINSE"" - it does not. Contacted mfg. and they denied it was designed to wash bowl clean. It also does not flush solids well since it only has a 2"" flush valve. Purchase the Cadet 3 at the 'other' store for the same price - do not buy this one.",1,9,1,Negative
99,100,0.004580263,0.02435473,0.971065,This toiket is great. It looks very sleek and great for taller people. I am 5’3 and my feet is barely touching the floor. Luckily I have a small stool that helps if I ever feel uncomfortable. I love that it does not use much water when flushing.,4,1,0,Positive
100,101,0.010505233,0.041451357,0.94804347,"Low flow and efficient toliet! Only drawback is the plastic seat, which you can exchange out for a more comfortable one. Our family loves how quickly this toilet flushes and how little water it uses! Thank you Lowes!",5,6,0,Positive
101,102,0.9518882,0.043397445,0.0047144084,"I purchased this toilet to put in my guest bathroom. Worst decision ever. After 5 months the toilet kept running and would not shut itself off after each flush. I ended up having to turn off the water main coming from the wall to turn off the toilet. I have called American Standard customer service and they are the absolute worst in helping customers. I was told they can send me a replacement valve fill kit and after receiving this part and trying to install it, I discovered the overflow pipe is also defective. I called back to customer service and I was told by a supervisor ""sorry, you're on your own"" and refused to help me. She said they will not replace the overflow pipe even if it is defective. She told me that even though the toilet is only 5 months old, I can not return the toilet. She said ""good luck with that"" and hung up on me. I was told all the inside parts are Fluid Master original parts, but after speaking with an agent from Fluid Master I discovered American Standard is using an off brand part and is telling everyone it is an original Fluid Master part. This company is deceptive, making false claims as to their quality of product and lying to the public. I will be returning this toilet and buying a quality one.",1,24,5,Negative
102,103,0.5304798,0.35036176,0.11915843,"Do not buy this toilet. Although it looks nice and is comfortable, priced right. The thing is....to put it as nice as I can come up with. Things stick to it. I mean really stick to it. I am replacing this toilet as soon as I have the time.",1,17,4,Negative
103,104,0.95177233,0.041659184,0.0065685124,"This is one of the worst flushing toilets I have ever encountered. I usually have to flush twice just to get it to flush properly so any water savings this thing claims is bogus. Also, you have to hold the handle down until it is done flushing or you will have to wait until it fills up again to flush it again. The seat is flimsy and flexes even just lifting it up. The shap is nice, but I can't get past the poor flushing performance, especially when they claim a ""power flush"" on the box.",1,13,8,Negative
104,105,0.007870015,0.08911627,0.9030137,Purchased this toilet based on reviews and price. This was my first time installing a toilet. The instructions that came with it along with you tube videos made this super easy. So far it works and does what it should.,5,1,0,Positive
105,106,0.93036765,0.06052852,0.00910382,"We purchased this toilet because of the features - size, height, length, ""power flush"", 5 year warranty. The problem is it takes 2 or 3 flushes and a brush to clear all the waste out of the toilet. I am embarrassed to have our guests use this toilet. There is NO water savings because we have to flush the toilet several times.",1,24,9,Negative
106,107,0.6331138,0.3034093,0.06347692,I have had this toilet a little over one year. It has never flushed without multiple flushes. Recently it started take forever for the flush valve to stop. After opening the tank you could already see where the rubber parts were deteriorating. Even the tank to bowl washers had black around them where they were beginning to dissolve I know that chlorinated water helps speed up the process but I never had an issue with the Kohler I had for 15years. Same water and I have never put additives in the tank. I replaced the fill valve with a Korky which are far more reliable. I called American Standard realizing the toilet should be under warranty thinking they would furnish me with the original filll valve. The lady I talked to was very condescending and was determined it was the flapper which it was not. You could pull up on the float and it still would not stop running. Needless to say last American Standard product I will ever purchase. Poor quality lack of service and won't stand up to chlorinated city water.,1,11,2,Negative
107,108,0.78524756,0.18370308,0.031049425,"I wished that Lowes store put these toilets on the floor and allow us to see the full picture and sit on it to see if they are comfortable. However, the store put them on the second shelf which are way too high to be seen. This toilet is too high for a petite person. Flushing power is fine as long as you adjust the water level. The seat is very poor and uncomfortable. The color of whole piece is not uniform. For example, the tank lid is pure white and other parts are off white. Don't know how long it will last.",3,8,5,Negative
108,109,0.0062538953,0.027434997,0.96631116,"I had this toilet installed last week as I wanted a high toilet to benefit my knees. I love this toilet. It's priced right; it's quiet; It cleans the bowl with one flush; the flushing mechanism is really quick. You barely need to touch it. Works well with my pedestal sink. Installation is the key. Properly installed ""anything"" works as it's supposed to. I have a great plumber.",5,4,0,Positive
109,110,0.0034549194,0.014115536,0.9824295,"Love that it's a complete ""kit"" although a water supply line would have been nice. Very easy to install, quiet, and good flush. Great for a small bathroom. Love the height.",5,1,0,Positive
110,111,0.6535542,0.29067302,0.05577276,"Now that I have calmed down a little from my disappointment with this purchase, I will write a review. #1~Your displays in the stores are so high up that you can't really see the product you are buying, thus I bought this because it was American Standard and thought it would be a good product. It wasn't cheap. #2~Inside the tank lid says' Made in Mexico' and the lid/seat is of CHEAP GRADE PLASTIC. I am in my old age of 84 and I have NEVER bought or had a plastic lid/seat. I hate it. #3~It (the commode) rocked after it was installed and the installer said my floor was not level and I used a wedge under it. It still wasn't stationery. #4~We go to ISTALLER number 2 and he redid the whole job of installing again last week, 7-25. He assured me the problem was not the first installer, but it was how the bottom of the commode was designed. He had to trim or adjust my pipe coming out of the floor, consuming a lot of time, and finally got it to stay solid and not rock. He said he had never seen a commode bottom made like that one. #5~One night I flushed before going to bed and the commode flush ran all night long. I am on well water and septic tank and my yard around the septic tank was flooded the next morning. Glad I have had a lot of rain lately or my well would have been near drained. This happened before my last installation and this man told me he didn't see a reason for the flush to hang, but just to keep watch on it when I flushed.",2,37,9,Negative
111,112,0.9549557,0.039966207,0.005078084,"This toilet only gives a full flush, once in awhile, not very often. I even pulled it and snaked it out in the yard, thinking there was something caught in the p-trap area. Could get nothing out of the toilet and it continues to flush poorly, sometimes filling up with the tank water instead of flushing. The other issue is the staining below the water line, it seems the porcelain glaze is very rough and holds stains not cleaning well at all. Bad Toilet!",1,3,0,Negative
112,113,0.013956202,0.13754477,0.848499,"Easy to install, everything works, it's a water saver and sets a little higher for comfort. I replaced all 3 in my house with this American standard toilet.",5,1,0,Positive
113,114,0.22836305,0.45150718,0.3201297,"This is everything you need to replace a toilet. We bought one yesterday to replace an older Crane toilet that developed a cracked tank that split down the front from the hole where the handle is. Anyway - this contained all we needed - new bolts, wax ring, the guts in the tank, etc. We got the old commode removed and this one installed in about an hour. I do agree with the other reviewers that the seat is flimsy - mostly it's the lid - but we'll replace that as it's not up to par with the rest of the quality in this package. The reviewers that are griping about having to flush several times must not understand how commodes work and obviously didn't adjust the water level in the tank. When I turned on the water to this toilet, it only filled the tank halfway - all you have to do is adjust the float up until the water level comes up to right below the top of the fill tube - not a big deal really. We like this toilet so much that we're going back to buy two more to replace the other two in this house. All the toilets in this house are old (the 3-5 gallons per flush type), so the water savings alone make buying this an easy decision.",5,20,5,Neutral
114,115,0.037255928,0.12250415,0.8402399,"but they were unfounded. Purchased and installed for my mother-in-law. She had two, rather dated (kind of like her TV and VHS player), toilets that were getting harder and harder to maintain. They were also only 15 inches tall. Didn't know if she would appreciate the new low-flow water saving capabilities, and had heard all the stories about how poorly low-flow performance can be. Didn't need to worry. I am not a professional, but do have skills developed over a lifetime of DIY. These went in like a breeze. And the performance was incredible. They flushed quickly, quietly, and filled the same. No problems taking care of any waste. Mother-in-law loves them, and I get to be the best son-in-law (at least for a while...)",5,1,0,Positive
115,116,0.001910158,0.016529817,0.98156,We recently replaced our 1/2 bathroom toilet with this American Standard toilet. I am impressed with how quiet it is. Overall a great product for the price,5,1,0,Positive
116,117,0.022204837,0.08846339,0.8893318,Over all the toilet is great!! The only thing is the bowl is smaller than I expected. The plumber had already installed it or I would have returned it.,4,1,0,Positive
117,118,0.023696482,0.30647045,0.66983306,"This Toilet does its job and looks great. Compact tank size will work in any size bathroom. Everything is included but the water line to the wall. I sugest using a braded steal line so there is no chance of it bursting and flooding your house one day. Also the upper tank bolt kit that comes with this is cheap and only has a rubber washer for the topside. I would sugest using Brass bolts with a rubber washer on the top and botton of the tank and metal washers ontop of those to insure a long long lasting bolt and seal that will not couse leaks and issues in a few years. Brass bolts also handle intank cleaners or deodorizers much better then the cheap standard bolts that they included. So get a 7-8in Braided steel line and two brass bolts/nuts with 4 rubber washers and 4 steel washers, caulk for the floor and your ready to install. The tank kit is already set up and tightened. Since this is a low flow I would set the float to the highest setting for handling any load. A great wax ring is included along with a basic seat.",4,5,0,Positive
118,119,0.95464253,0.039415367,0.005942084,"We purchased this toilet last week. Installation was easy, but we are not happy with the flushing of the product. Most annoying, you have to hold the handle down throughout the flushing process. The number of times we've forgotten to do that and had to flush a second times cannot be counted. Also, the flushing power is not that great. On day 2, we had to break out the plunger.",1,19,9,Negative
119,120,0.04659918,0.15114835,0.8022525,"I know nothing about toilets. Great price, powerful flush wirh less water. Im glad I purchased it.",5,1,0,Positive
120,121,0.1563675,0.30192834,0.5417042,I bought 2 Mainstream 1.28-GPF Chair Height toilets. I love the fact that it's taller and much easier for my 80yr old mother to use that lives with me because of the extra height. The only complaint I have is my first purchase was a previous purchase that someone had returned and when the plumber came to install the toilet the bolts were missing from the box! What a shame that someone purchased the toilet just for the bolts and returned the product back to the store and I ended up with their return! Thank the lord I used Gooding Plumbing and Troy was the plumber that showed up to do all my plumbing needs and had the necessary bolts to install the toilet with missing peices.,5,0,0,Positive
121,122,0.0064213863,0.053244397,0.94033426,Have in our master bath after the old toilet died 7 years ago. So far so good!,4,1,0,Positive
122,123,0.0032635573,0.06425163,0.9324848,"It seems to do its job well. It has manage to pass everything that I've thrown at it :) Rick Seattle 6'4"" Large Frame",5,21,6,Positive
123,124,0.78394866,0.18581133,0.030239988,This toilet takes numerous flushes to get the job done. It has only one job.. I wish I wasn’t so patient with it and brought it back. It’s not saving us any money if we have to flush numerous times at a time.,1,5,0,Negative
124,125,0.20726332,0.48164275,0.31109396,"my husband installed this toilet today. he has installed toilets for over 50 years. we were pleased with the round seat , as our 1/2 bath is small. so when i look at it, the tank sits crooked, now what do we do? you don't remodel a room to have the last piece put in to be a problem. i would appreciate a suggestion or two.",3,4,0,Neutral
125,126,0.32434297,0.43618718,0.23946984,"Having had this for 8 months now, in hindsite I wish I'd spent extra and gotten a more reliable toilet. It does save water, which is great. The seat is cheapo and uncomfortable, no doubt about it. So is the seal. My plumber went the extra yard and got a better seal. The biggest problem is the flushes are inconsistent. About every 20th flush, the flapper gets caught on the chain and doesn't drop over the hole, causing the water to keep running and running, right down the drain. So much for the water savings, if I don't notice it right away. Consequently, I now have to stand there after every flush and tap the handle after the flush completes to make sure the flapper dropped. That is even after the pull chain length was adjusted to be taut and as short as possible. The chain's design is a bad thing. And about every 50th flush, the darn toilet just decides it doesn't want to completely flush. I have to dump a bucket of water into the bowl to trigger the siphoning action, and thankfully, that always works. It flushes fine after that --until the next time it's tired of flushing. I've never had to plunge it. Unlike other reviewers, I don't usually have trouble with stuff sticking to the sides, thankfully. As for the ""comfort height"", I debated whether I wanted that, since I'm only 5'2"". It is a bit easier to sit down, but my feet don't completely reach the floor, and it makes it less comfortable if I have to sit there a couple minutes. You're going to have this toilet for a while. You can do better than this one. Wish I had. You get what you pay for. My prior 60-year old American Standard pink toilet that I replaced with this one was much more reliable than this one. Except for the water savings, new isn't always better.",2,15,2,Neutral
126,127,0.19328804,0.2997108,0.5070011,"I didn't take the time to check product reviews before purchasing this and another toilet. This one looks great, fits the space, but the seat that comes with it is very uncomfortable AND it doesn't always take care of large waste on the 1st, 2nd or 3rd flush. Saves a lot of water compared to the old one, tho!",3,4,0,Positive
127,128,0.8817658,0.10529251,0.012941724,"Was economical, but I would not recommend. One of the seals for the screw was not complete, part of it was missing. So it leaked. I had to go buy a new seal. Then, after getting it running, I realized that it won't shut off. I have adjusted the height, but even by manually lifting on the lever, it won't shut off. So, now I have to go back to the hardware store for more parts. I tried the online parts request, but the toilet wasn't even listed so it wouldn't let me submit the form. I will never buy this brand again. Sure, the design is nice, and it flushes nice, but the extra hassle isn't worth it.",1,0,0,Negative
128,129,0.5815175,0.33210346,0.086379044,"About 5 years ago we had this toilet installed. A month ago while in our crawlspace for another reason, my husband discovered that the toilet was leaking horrible and had completely rotted our floor out. How no one fell threw the floor is beyond a miracle. Fast forward, Sept this yr, since we were unsure what exactly had happened to the other toilet (wax ring was intact) we purchased this toilet again due to the good sale price. One month after having it Installed, we discovered a hairline crack at the top of the bowl were the seat covered. This was not there upon installation and after reading another’s review of this toilet discovered they had the EXACT same issue. Save yourself some time, money and aggravation and buy a KOHLER.",1,1,0,Negative
129,130,0.62311804,0.31843624,0.058445677,"I took a chance on this toilet because they were sold out of the normal brand I buy for my customers. It goes together easily, but the bolt kit to attach the tank to the bowl is VERY INADEQUATE. It leaked around both tank bolts. I had to buy a new tank bolt kit to solve the problem.",3,4,0,Negative
130,131,0.12898277,0.38531452,0.4857027,simple and easy to install but there is a problem the overflow is way to short. Save yourself and buy one while there and the wax seal that is Item #: 586601 | Model #: 10718 as well these little extras is the only reason I give this item a 4 star. American standard wake up and get with it add these items with the toilet. Now the next day I gave these toilet a good test and to my surprise it did the job quite well very impressed. Also spend a few more dollars and get solid brass Bolts for the tank. The ones that come with it are okay but not the best and I sure do not want the bold to rust out like the other ones did and leak lucky I caught it in time before real trouble happen like floor rot. Over all the toilet itself is a 5 star but American Standard needs to up grade a few parts to put it together.,4,2,0,Positive
131,132,0.3604453,0.4243057,0.215249,"I gave the ""features"" evaluation as good, but it is only because the seat is not as comfortable as I expected. Kind of a strange feel, but easily remedied with a new seat, if it bothers you enough. The round bowl fits nicely in a smaller powder room. The flush is quiet and it fills quickly. Husband says it was easy to install. Just put it in 6 days ago, so durability is something I can't rate.",5,3,0,Neutral
132,133,0.96192575,0.033933204,0.004141142,Bought 2 of these. One doesn't flush properly almost every time and the other is almost just as bad. (2-3 flushes to empty bowl) Bought low flow toilets but the purpose is defeated if it takes 2 flushes to empty the bowl. Manufacturer has not been helpful. Don't buy these,1,4,0,Negative
133,134,0.783674,0.18437076,0.031955164,"What a joke! you will have to flush many times. the water will run often after a flush requiring the old jiggle the handle trick! Like other have said, just buy a new seat if you make the mistake of buying this toilet.",1,13,4,Negative
134,135,0.39448944,0.3229565,0.28255406,We installed this toilet a year ago & we have had nothing but problems ever since. You have to jiggle the handle 20+ times a day due to the poor quality of the cheap interior plastic parts. We are about to pay to have to have it replaced with a Kohler. I should make American Standard to replace it.....That is what we installed in our 3rd bathroom 6 months ago and it is the best toilet ever. I will never buy another American Standard product again.,1,4,1,Negative
135,136,0.0028699168,0.01464492,0.9824852,"Bought this toilet to install in a rental unit. The water saving feature is a plus on my water bill as the owner ofthe property. This toilet was very easy to install and it looks very nice when installed. It looks like the $300 toilets but without all that high cost, plus it comes with everything you need to install it including the toilet seat,thus is truly a great buy!!",5,3,0,Positive
136,137,0.019470667,0.14618167,0.83434767,"Flushes quietly, does not use a lot of water, and takes up a small space. Installed this toilet to replace an older toilet from the 1960's that has seen better days. Watched a couple videos online, and read the instructions before installing to get a better idea - using paper towels to clog the pipe so gasses do not escape, and so tools/screws do not fall in! Very easy install. No leaks, or problems flushing. Toilet tank comes ready to flush. Would recommend. It can be done with one person, but 2 people will make it much easier, especially when lining up the toilet bowl and screws on the floor.",5,0,0,Positive
137,138,0.95309323,0.039881185,0.007025617,"Have had this installed for about 3 weeks, and it does not flush everything. When it does flush there usually is still waste left inside the bowl and you have to clean it every time you use it. Horrible toilet, save yourself some frustration, pick something else.",1,16,7,Negative
138,139,0.0063522845,0.058855385,0.9347924,"I ordered 2 toilets online with no problems, nor did I have any problems picking the order up at the store. The toilet is higher than average which enables getting up much easier. I would recommend it for seniors.",5,4,0,Positive
139,140,0.003759574,0.062282942,0.93395746,Item is a couple inches higher than my previous commode which for me is quite a bit more comfortable. Plumber states parts are easier to obtain and easier to install.. Will definitely purchase this item again.,5,4,0,Positive
140,141,0.0036689087,0.027891925,0.9684391,This self-contained purchase was easy to install and is working well. Installation took about 20 minutes and only required standard tools. I would buy this product again without a doubt or reservation.,5,4,0,Positive
141,142,0.5139866,0.3612868,0.12472663,"I purchased in September 2018. Had a plumber install in a rental property. They recommended this toilet instead of the lower cost Lowes brand. One year later, water bill is sky high. Adjust the overflow, two weeks later, flush valve is leaking. Need to send same plumber back to fix. The whole idea of upgrading was to save money in the long run but, my lower cost toilets are working fine and this one is costing me money in plumber service calls and water usage.",1,2,0,Negative
142,143,0.029585058,0.10824554,0.8621694,"Decided to not really be concerned about the bad reviews I saw since they were old and I figured they would have corrected any issues. Worst case scenario I would return it. I have a half bath that is 3x4 1/2. tiny. It fit just perfectly. It flushes very well and uses very little water. It's chair height so easy to use. It is quiet and refills exceptionally fast, I don't like the plastic bolts for the seat but will get metal ones at some point. It came with the fluch valve included and installed. No seeps or leaks at all. Very pleased.",5,1,0,Positive
143,144,0.14401783,0.30097082,0.55501133,"We are a four person household with two small boys. They either love or forget to flush the toilet, so wasting water and staining are issues. I love to see the efficient flushing and feel good about saving water. The ""ever clean"" application did not leave the bowl as white as I like and now that it is wearing away, it holds onto more staining elements making it even more difficult to clean. The installation instructions counsel not to use additional cleaning products on the surface. Until the ""ever clean"" really does keep the entire bowl clean, I would skip it. Overall, I am happy with the toilet.",4,0,0,Positive
144,145,0.039118025,0.5562898,0.4045922,"This toilet went in easy, but I used a taller wax ring as the bathroom has had tile installed which increases the gap between the flange and the bottom of the toilet.",5,4,0,Neutral
145,146,0.9537471,0.040652674,0.00560027,This toilet really does a garbage job of moving things along. Regret not spending a little extra. Im replacing after 18 months.,1,4,0,Negative
146,147,0.019453924,0.18318434,0.7973618,"I paid $109 for this toilet. Came with a seat, wax ring, and hardware to mount it. Thes seat and lid are made of a thin plastic and can be bent easily. The drain and under the seat rim are unglazed and in time will build up. I like the higher height. For the money it’s a good deal and would put another one in my house.",4,3,0,Positive
147,148,0.01293434,0.10827471,0.878791,I'm short so the chair height is perfect. I just had a Knee Replacement Surgery and needed a taller toilet. This one is perfect!,5,4,0,Positive
148,149,0.008719243,0.039030015,0.9522507,I have nothing but praise for this toilet. It is low flush but has yet to clog after almost 6 months. Best toilet I have ever used or had. I AM recommending it to a friend who is looking for a replacement.,5,6,1,Positive
149,150,0.8838582,0.10247744,0.01366438,"The tank on top wouldn't fit, so it leaks! The same for the floppers, that leaks too. You cant keep tightening the screw since it can beak! So we are stuck with a brand new leaky toilet! Five* to Lowes, who assist with it...still we need to carry the whole heavy item back to store to replace, have already spent $$ for carrying/installation that wouldn't be refundable! We will go with a different brand!",1,4,1,Negative
150,151,0.0039972086,0.030667398,0.96533537,"I bought this on sale about two years ago waiting for the bathroom remodel in our mountain house. We finally got to the bathroom, husband installed it with no problems, and we are very pleased. Bathroom is quite small, but this actually takes up less room than the old standard height American Standard toilet. Having had a knee replacement, this is the only way to go (no pun intended!). Makes getting up and down much easier than before. I recommend this to anyone who is contemplating a chair height commode. Looks great in the space and flushes without difficulty.",5,1,1,Positive
151,152,0.15676786,0.5239545,0.31927764,This product uses much less water than other toilets. It is also taller than others,5,4,0,Neutral
152,153,0.15561831,0.30247802,0.5419037,"American Standard is a name I associate with quality and it was recommended by a plumber as well. I love the ease and comfort of this toilet's chair height. I was skeptical about the EverClean glaze claim that it inhibits stains and germs. I have not had to scrub a hard water ring off of this toilet like I do with my other more expensive toilets in the house. I was disappointed with the thin, flimsy looking seat and seat cover which came with the new toilet. I used the seat and cover from my old toilet. The plumber installed the toilet in very little time which I interpret that installation is easy. I like that my toilet is American made and that I am able to easily get repair parts if needed.",5,0,0,Positive
153,154,0.015486626,0.103822894,0.8806905,"As a preface, I have a smaller bathroom with the toilet in the corner. We needed something to replace our old toilet from the 1950s. This toilet had everything we wanted and needed - round seat to give us some more room in the bathroom, clear instructions that were in poster form so I could put them on the wall as I worked, a low gpf to save on water. The toilet was very easy to install. One great feature that I wasn't aware of is the ability to adjust the water level in the tank with basically the click of a button. All it took to install was placing the wax seal on the bottom half of the toilet, putting it on the flange, putting the tank on, and hooking the water up. It was especially easy to get around to the back to tighten the tank as they gave me plenty of room for the wrench. It took me all of 30 minutes. We've had it about a month and it's great.",5,2,0,Positive
154,155,0.73383206,0.21626931,0.049898617,"Flushing is terrible. Two to three flushes to clear solids. Called American Standard and they said I needed to hire a plumber to determine what the problem was before they would cover the warranty. Removed the toilet and replaced with an older 1.6 gallon and it is working fine. Landfill charged me $5 to ""dump"" the the toilet so I saved $65 over what the plumber would have cost.",1,10,6,Negative
155,156,0.0013671705,0.012923247,0.98570955,Flushes really good and clean bowl. Would recommend!,5,4,0,Positive
156,157,0.0066459,0.0480683,0.9452858,"I have had this toilet for about 6 months and am amazed how it stays clean. We have somewhat hard water in our area and get a hard water ring around the toilet that I have to clean with an abrasive pumice stick. With this toilet, I just spray toilet bowl cleaner once a week, swish it around with the toilet brush and it's clean! I like the additional height of the toilet even though I am short. This toilet may be a little smaller than others but it's certainly adequate and takes up a smaller footprint. I am so impressed with this toilet, I plan to replace another toilet with this same mode.",5,0,0,Positive
157,158,0.050202865,0.17526618,0.77453095,"I picked this toilet thanks to a strong Consumer Reports ranking. Every since buying our house, the misses and I thought the pressure must have been bad and affecting the flushing power. This toilet flushes well and is quiet! This toilet was an excellent buy at $129.",5,3,0,Positive
158,159,0.0016796283,0.014581026,0.9837393,"Bought this for a small bathroom and it fits great. The install was easy and toilet looks and works great. Love the increased height on the toilet. After pricing many toilets, went with this one. Glad I did, going back to get another one for my master bath remodel.",5,3,0,Positive
159,160,0.3078243,0.6105131,0.08166257,Owned it a month and waste sticks to side above water line in bowl. I raised float to max nohelp. AM Standard was very impatient with me when I asked for any other suggestions. If the bowl held about an inch more water I think that would take care of that issue.,3,3,0,Neutral
160,161,0.84351975,0.13523757,0.02124276,"The flush valve assembly in this toilet is nothing more than a joke. I have contacted Lowes and I got the answer I thought I was going to get, (Sorry about that), nothing we can do. Please do not buy this product without buying a better flush valve to go in it.",1,3,0,Negative
161,162,0.0077614496,0.032069538,0.960169,I sent my daughter to pick my order up and the box was hammered on the top The salesperson recommended a similar toilet that had all the same requirements I was very pleased they took the time to find another at the same price I love my new toilet thank you,5,3,0,Positive
162,163,0.5132808,0.3522561,0.13446307,"An overall decent product, I actually bought two of these. . The inner glazed waste passage tube is a definite plus and the seat height was very well thought out too. Now herein lies the rub..........The flush is quite strong and thorough......IF you can manage to get get all the matter within the confines of the VERY small water spot in the dead center of the bowl. The very weak and poor rinse does not clean any splatter outside the center water spot, especially the rear of the bowl. You have to do this manually and there doesn't seem to be any way of increasing the amount of water in the bowl. I am very surprised American Standard did not do a better job of engineering this otherwise nice unit.",4,0,0,Negative
163,164,0.024404649,0.2327121,0.74288327,"My husband and I are not huge DIYers but we were able to easily install this toilet! It included the wax ring needed to create the seal between the toilet bowl and the plumbing. We did need to cut down the two screws that hold the unit in place after it was tightened to the floor, as they were too long to allow the caps to snap over the top without being sawed down. For the price, I feel it was a good value.",5,2,0,Positive
164,165,0.89687145,0.08800499,0.015123617,This was a terrible purchase. Waste sticks to bowl above and below waterline. I renovate houses and have purchased many toilets in the $80 range that perform much better than this. I can't believe that American Standard puts their name on this product.,1,3,0,Negative
165,166,0.0016573243,0.01301136,0.9853313,"I was a bit unsure about the higher seating of this toilet but we absolutely love it. It also looks very stylish in our new powder room. When we update the family bathroom next year, I wouldn't hesitate to buy this model for that room as well.",5,3,0,Positive
166,167,0.061542876,0.37404558,0.5644115,"I average three flushes to ""take care of business "" absolutely no flushing power. I've purchased aquasource in the past and I'll be replacing this with one when I get another $130 to flush. Salesman convinced me this was a much better buy.",1,5,1,Positive
167,168,0.94685245,0.04619269,0.006954847,This one was recommended by the staff at Lowes. I was hugely disappointed. The flushing capacity is awful and wipes away any claims that this is a water saver. Wishing I could turn back time on this one.,1,15,8,Negative
168,169,0.0030411545,0.019786172,0.9771727,This ultra low flow unit has worked very well. No issues with installation. This is the shortest depth measurement unit that I found on the shelf which is important if you are trying to fit things into a small space. Great price!!,5,3,0,Positive
169,170,0.0019642485,0.012352366,0.9856834,Best toilet I've ever installed. Very happy with it.,5,6,1,Positive
170,171,0.0052528577,0.021954874,0.9727923,"This toilet works great. Flushes well, and very quiet, and comes with a 5 yr. warranty on moving parts! The gentleman that assisted me with this purchase was very knowledgable about this and other related products. He loaded it on to a dolly for me, and followed me up to cashier. He said his shift was over, but he would load it into my vehicle for me before he went home. You sure don't see much of that these days! When their shift is over, most people head for home, but he took the time to load it for me. I was very grateful, since my husband was home with an injured leg. Lowe's at Jonesborough TN is a very good store to shop at, all the employees I have dealt with have been very courteous and most helpful. It is great to get good customer service! Thank you Lowe's.",5,3,3,Positive
171,172,0.0023215034,0.010257818,0.98742074,I remodeled both bathrooms in my home and am very pleased with how these toilets work. I cannot believe how well these flush with so little water and the bowl gets clean! I am very pleased with this toilet especially for the price!,5,5,1,Positive
172,173,0.7457677,0.22618519,0.028047018,"The issue with this toilet is its not quickly apparant this toilet rides higher than others. You might see “right height” labeled somewhere but you have to dig for it. If you are under 5’9 its an issue. Also its for smaller areas which isnt appsrant either. The flush is quiet for sure but not very strong, Also noticed running stripes tge flush is so weak. The pluses? Its inexpensive.",2,2,0,Negative
